context,baseItemId,rarity,fieldKind,displayName,source,playerProjection,debugProjection,status
"GeneratedInstance","I012","green","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.91%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I012","green","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4.3%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I012","green","identity","长明灯","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I012","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I012","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I012","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","7回合","候选区间：6回合 ～ 7回合","PASS"
"GeneratedInstance","I012","blue","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","48","候选区间：42 ～ 54","PASS"
"GeneratedInstance","I012","blue","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：3回合 ～ 5回合","PASS"
"GeneratedInstance","I012","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","6点","候选区间：6点 ～ 7点","PASS"
"GeneratedInstance","I012","blue","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+8.33%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I012","blue","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I012","blue","identity","长明灯","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I012","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I012","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I012","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I012","purple","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","52","候选区间：50 ～ 60","PASS"
"GeneratedInstance","I012","purple","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I012","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I012","purple","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+11.84%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I012","purple","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I012","purple","identity","长明灯","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I012","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I012","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I012","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I012","orange","stat","伤害","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","63","候选区间：58 ～ 64","PASS"
"GeneratedInstance","I012","orange","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I012","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：5点 ～ 6点","PASS"
"GeneratedInstance","I012","orange","affix","伤害提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+17.41%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I012","orange","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+13.85%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I012","orange","identity","长明灯","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I012","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I012","orange","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I013","white","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I013","white","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2回合","候选区间：1回合 ～ 2回合","PASS"
"GeneratedInstance","I013","white","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","12","候选区间：9 ～ 14","PASS"
"GeneratedInstance","I013","white","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5点","候选区间：4点 ～ 5点","PASS"
"GeneratedInstance","I013","white","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.97%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I013","white","affix","耗念效率","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+3.15%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I013","white","identity","护身符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I013","white","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I013","white","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I013","green","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 5回合","PASS"
"GeneratedInstance","I013","green","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2回合","候选区间：2回合 ～ 4回合","PASS"
"GeneratedInstance","I013","green","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","17","候选区间：13 ～ 19","PASS"
"GeneratedInstance","I013","green","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：4点 ～ 4点","PASS"
"GeneratedInstance","I013","green","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+5.51%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I013","green","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+4.63%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I013","green","identity","护身符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I013","green","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I013","green","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I013","blue","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I013","blue","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：3回合 ～ 5回合","PASS"
"GeneratedInstance","I013","blue","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","19","候选区间：18 ～ 23","PASS"
"GeneratedInstance","I013","blue","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4点","候选区间：3点 ～ 4点","PASS"
"GeneratedInstance","I013","blue","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+6.15%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I013","blue","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+7.47%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I013","blue","identity","护身符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I013","blue","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I013","blue","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I013","purple","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I013","purple","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：4回合 ～ 5回合","PASS"
"GeneratedInstance","I013","purple","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","21","候选区间：21 ～ 26","PASS"
"GeneratedInstance","I013","purple","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","2点","候选区间：2点 ～ 3点","PASS"
"GeneratedInstance","I013","purple","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+10.14%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I013","purple","affix","冷却缩减","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+11.73%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I013","purple","identity","护身符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I013","purple","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
"GeneratedInstance","I013","purple","build","Build","buildQualification + read-only Build snapshot","qualification/count/stage + missing payload placeholder","qualification/build ids/count/state","PASS"
"GeneratedInstance","I013","orange","stat","冷却","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","4回合","候选区间：3回合 ～ 4回合","PASS"
"GeneratedInstance","I013","orange","stat","持续","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","5回合","候选区间：5回合 ～ 6回合","PASS"
"GeneratedInstance","I013","orange","stat","护势","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","27","候选区间：25 ～ 28","PASS"
"GeneratedInstance","I013","orange","stat","耗念","ItemInstanceProjectionContract.Stats + ItemStatRangeSchema","3点","候选区间：2点 ～ 3点","PASS"
"GeneratedInstance","I013","orange","affix","护势提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+17.99%","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I013","orange","affix","持续提升","ItemInstanceProjectionContract.Affixes + ItemAffixPoolAndRangeSchema","+6回合","Debug retains slot/affix/profile/raw/formatted/range","PASS"
"GeneratedInstance","I013","orange","identity","护身符","ItemInnerDataCatalog + ItemInstanceProjectionContract identity","Chinese header/meta","itemInstanceId/baseItemId/rarity/generation trace","PASS"
"GeneratedInstance","I013","orange","core","核心效果","eligibleCoreEffectIds + visibleCoreEffectIds + candidate descriptors","visible names and hidden count","all eligible/visible IDs","PASS"
