caseId,baseItemId,rarity,rootSeed,itemInstanceId,expected,result,actual
"projection-I029@orange","","",0,"","exact read-only projection","PASS","wb_i029_orange_77041201"
"viewmodel-I029@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I029@orange-0","I029","orange",77041201,"wb_i029_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I029@orange-1","I029","orange",77041201,"wb_i029_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I029@orange-2","I029","orange",77041201,"wb_i029_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I029@orange-3","I029","orange",77041201,"wb_i029_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I029@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i029_orange_77041201"
"seed-switch-I029@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i029_orange_77041202"
"base-query-I030","","",0,"","catalog base item query succeeds","PASS","I030"
"candidate-I030@white","","",0,"","candidate instance generated","PASS","Success:wb_i030_white_77041201"
"projection-I030@white","","",0,"","exact read-only projection","PASS","wb_i030_white_77041201"
"viewmodel-I030@white","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I030@white-0","I030","white",77041201,"wb_i030_white_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I030@white-1","I030","white",77041201,"wb_i030_white_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I030@white-2","I030","white",77041201,"wb_i030_white_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I030@white-3","I030","white",77041201,"wb_i030_white_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I030@white","","",0,"","same base+rarity+seed is identical","PASS","wb_i030_white_77041201"
"seed-switch-I030@white","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i030_white_77041202"
"candidate-I030@green","","",0,"","candidate instance generated","PASS","Success:wb_i030_green_77041201"
"projection-I030@green","","",0,"","exact read-only projection","PASS","wb_i030_green_77041201"
"viewmodel-I030@green","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I030@green-0","I030","green",77041201,"wb_i030_green_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I030@green-1","I030","green",77041201,"wb_i030_green_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I030@green-2","I030","green",77041201,"wb_i030_green_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I030@green-3","I030","green",77041201,"wb_i030_green_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I030@green","","",0,"","same base+rarity+seed is identical","PASS","wb_i030_green_77041201"
"seed-switch-I030@green","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i030_green_77041202"
"candidate-I030@blue","","",0,"","candidate instance generated","PASS","Success:wb_i030_blue_77041201"
"projection-I030@blue","","",0,"","exact read-only projection","PASS","wb_i030_blue_77041201"
"viewmodel-I030@blue","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I030@blue-0","I030","blue",77041201,"wb_i030_blue_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I030@blue-1","I030","blue",77041201,"wb_i030_blue_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I030@blue-2","I030","blue",77041201,"wb_i030_blue_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I030@blue-3","I030","blue",77041201,"wb_i030_blue_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I030@blue","","",0,"","same base+rarity+seed is identical","PASS","wb_i030_blue_77041201"
"seed-switch-I030@blue","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i030_blue_77041202"
"candidate-I030@purple","","",0,"","candidate instance generated","PASS","Success:wb_i030_purple_77041201"
"projection-I030@purple","","",0,"","exact read-only projection","PASS","wb_i030_purple_77041201"
"viewmodel-I030@purple","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I030@purple-0","I030","purple",77041201,"wb_i030_purple_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I030@purple-1","I030","purple",77041201,"wb_i030_purple_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I030@purple-2","I030","purple",77041201,"wb_i030_purple_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I030@purple-3","I030","purple",77041201,"wb_i030_purple_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I030@purple","","",0,"","same base+rarity+seed is identical","PASS","wb_i030_purple_77041201"
"seed-switch-I030@purple","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i030_purple_77041202"
"candidate-I030@orange","","",0,"","candidate instance generated","PASS","Success:wb_i030_orange_77041201"
"projection-I030@orange","","",0,"","exact read-only projection","PASS","wb_i030_orange_77041201"
"viewmodel-I030@orange","","",0,"","15 prefab player slots + 3 debug candidate sections; empty/test slots hidden","PASS","15/3"
"stat-range-I030@orange-0","I030","orange",77041201,"wb_i030_orange_77041201","candidate range readable with final roll","PASS","range index 0"
"stat-range-I030@orange-1","I030","orange",77041201,"wb_i030_orange_77041201","candidate range readable with final roll","PASS","range index 1"
"stat-range-I030@orange-2","I030","orange",77041201,"wb_i030_orange_77041201","candidate range readable with final roll","PASS","range index 2"
"stat-range-I030@orange-3","I030","orange",77041201,"wb_i030_orange_77041201","candidate range readable with final roll","PASS","range index 3"
"determinism-I030@orange","","",0,"","same base+rarity+seed is identical","PASS","wb_i030_orange_77041201"
"seed-switch-I030@orange","","",0,"","explicit seed change creates a distinct legal instance","PASS","wb_i030_orange_77041202"
"count-base-items","","",0,"","30/30","PASS","30/30"
"count-candidates","","",0,"","150/150","PASS","150/150"
"count-projections","","",0,"","150/150","PASS","150/150"
"count-viewmodels","","",0,"","150/150","PASS","150/150"
"count-stat-ranges","","",0,"","600/600","PASS","600/600"
"count-determinism","","",0,"","150/150","PASS","150/150"
"count-seed-switch","","",0,"","150/150","PASS","150/150"
"I031-generation-zero","","",0,"","I031 ordinary generation count 0","PASS","BASE_ITEM_NOT_ORDINARY: 'I031' is excluded from ordinary candidate generation."
"invalid-rarity-validation","","",0,"","validationErrors, no throw","PASS","RARITY_INVALID: 'red' is not white/green/blue/purple/orange."
"invalid-seed-validation","","",0,"","validationErrors, no throw","PASS","ROOT_SEED_INVALID: 'not-a-seed' is not a signed 64-bit integer."
"missing-profile-validation","","",0,"","validationErrors, no throw","PASS","PROFILE_MISSING: Candidate profile 'I001' was not found."
"catalog-candidate-context-isolation","","",0,"","Catalog keeps 31 including I031; Candidate keeps 30 ordinary profiles","PASS","31/30 isolated"
"same-base-rarity-multi-instance-strict","","",0,"","same base+rarity instances are distinct by itemInstanceId","PASS","wb_i001_green_77041201 | wb_i001_green_77041203"
"scene-candidate-controls","","",0,"","Catalog/Candidate modes + 5 rarity + seed + regenerate","PASS","present"
"scene-provider-boundary","","",0,"","devOnly read-only, 30 ordinary items, no formal writes","PASS","30"
"layout-1080x1920","","",0,"","no overlap/text overflow; long scroll; item switch resets top","FAIL","detail=974x403; content=2028; debug=974x403; reset=True"
"layout-720x1280","","",0,"","no overlap/text overflow; long scroll; item switch resets top","FAIL","detail=614x133; content=2028; debug=614x133; reset=True"
"regression-ItemBalanceWorkbenchReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemBalanceWorkbenchReport.md"
"regression-ItemRarityInstanceFoundationReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemRarityInstanceFoundationReport.md"
"regression-ItemStatRangeSchemaReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemStatRangeSchemaReport.md"
"regression-ItemCorePotentialAndBuildEligibilitySchemaReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemCorePotentialAndBuildEligibilitySchemaReport.md"
"regression-ItemAffixPoolAndRangeSchemaReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemAffixPoolAndRangeSchemaReport.md"
"regression-ItemInstanceRollEngineReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemInstanceRollEngineReport.md"
"regression-ItemDropGenerationSandboxReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemDropGenerationSandboxReport.md"
"regression-ItemGenerationSimulationValidatorReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemGenerationSimulationValidatorReport.md"
"regression-ItemInstanceProjectionContractReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemInstanceProjectionContractReport.md"
"regression-ItemDetailInstanceDataAdapterReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemDetailInstanceDataAdapterReport.md"
"regression-ItemDetailProjectionCompleteReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemDetailProjectionCompleteReport.md"
"regression-ItemSystemValidatorAndSnapshotReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemSystemValidatorAndSnapshotReport.md"
"regression-ItemInnerDataCatalogReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/ItemInnerDataCatalogReport.md"
"regression-CoreAwakeningPreviewReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/CoreAwakeningPreviewReport.md"
"regression-BuildSynergyCoreReport","","",0,"","existing package report PASS; live candidate chain compiled/exercised","PASS","Docs/V0.4/Reports/BuildSynergyCoreReport.md"
"leak-scan","","",0,"","no global Random/GetHashCode/formal Battle/RunFlow/Reward/Inventory/Save/BuildSettings wiring","PASS","clean"
"hash-profiles-30","","",0,"","before hash equals after hash","PASS","8DF5C186DF9FA61DE9E0854D6C4CCCAECF49E5C63900E45ACE98A5299D89A636 -> 8DF5C186DF9FA61DE9E0854D6C4CCCAECF49E5C63900E45ACE98A5299D89A636"
"hash-workbench-catalog","","",0,"","before hash equals after hash","PASS","683FE25CFB12BC863C510B52024C23AC5D01F6BB611F8B5DA025F807DBB1317B -> 683FE25CFB12BC863C510B52024C23AC5D01F6BB611F8B5DA025F807DBB1317B"
"hash-runtime-schema","","",0,"","before hash equals after hash","PASS","AEEEA9B9B4608B62DB16C9B7A9A836C5CADEA589C9F755D881B7B8AFD6F3208E -> AEEEA9B9B4608B62DB16C9B7A9A836C5CADEA589C9F755D881B7B8AFD6F3208E"
"hash-prefabs","","",0,"","before hash equals after hash","PASS","85650BBB8ED3D23D8FB14433C22B97811C4AA66297C6AF2D9426E8756A58D302 -> 85650BBB8ED3D23D8FB14433C22B97811C4AA66297C6AF2D9426E8756A58D302"
"hash-scenes-outside-target","","",0,"","before hash equals after hash","PASS","4859EF768FA8153F3C0E96C941EEA1F135B2B156803F55775AEE911D32A5C00A -> 4859EF768FA8153F3C0E96C941EEA1F135B2B156803F55775AEE911D32A5C00A"
"hash-buildsettings","","",0,"","before hash equals after hash","PASS","472269AA0CD12A093098703ACF5D12BC7B1FD901975E62F46B37727A62B6FAA3 -> 472269AA0CD12A093098703ACF5D12BC7B1FD901975E62F46B37727A62B6FAA3"
